Protocol,Round,NodeID,Energy_mW,Normalized_Energy
LEACH,0,0,19.951960507295546,0.9975980253647773
LEACH,6,0,19.663723551068774,0.9831861775534387
LEACH,12,0,19.37548659484203,0.9687743297421015
LEACH,18,0,19.087249638615255,0.9543624819307628
LEACH,24,0,18.800539157910205,0.9400269578955103
LEACH,30,0,18.514133972309477,0.9257066986154738
LEACH,36,0,18.227728786708774,0.9113864393354387
LEACH,42,0,17.940836012721913,0.8970418006360956
LEACH,48,0,17.653455650348906,0.8826727825174453
LEACH,54,0,17.366075287975885,0.8683037643987943
LEACH,60,0,17.078752458373305,0.8539376229186653
LEACH,66,0,16.791717292622813,0.8395858646311407
LEACH,72,0,16.504682126872336,0.8252341063436168
LEACH,78,0,16.217646961121844,0.8108823480560922
LEACH,84,0,15.930485208017082,0.7965242604008541
LEACH,90,0,15.643298137441457,0.7821649068720729
LEACH,96,0,15.356111066865834,0.7678055533432917
LEACH,102,0,15.06816586253138,0.753408293126569
LEACH,108,0,14.779462524438037,0.7389731262219018
LEACH,114,0,14.490759186344714,0.7245379593172357
LEACH,120,0,14.202605658461993,0.7101302829230997
LEACH,126,0,13.917201181632297,0.6958600590816149
LEACH,132,0,13.631796704802618,0.6815898352401308
LEACH,138,0,13.34639222797293,0.6673196113986465
LEACH,144,0,13.06010413713061,0.6530052068565305
LEACH,150,0,12.773639323485767,0.6386819661742884
LEACH,156,0,12.48717450984093,0.6243587254920465
LEACH,162,0,12.201263890564517,0.6100631945282259
LEACH,168,0,11.915907465656488,0.5957953732828244
LEACH,174,0,11.630551040748479,0.5815275520374239
LEACH,180,0,11.344789591150889,0.5672394795575444
LEACH,186,0,11.057003018105478,0.5528501509052739
LEACH,192,0,10.769216445060072,0.5384608222530036
LEACH,198,0,10.481429872014656,0.5240714936007328
LEACH,204,0,10.193561418911381,0.509678070945569
LEACH,210,0,9.905676589796538,0.4952838294898269
LEACH,216,0,9.61779176068169,0.48088958803408455
LEACH,222,0,9.330442111778193,0.46652210558890966
LEACH,228,0,9.043627643086044,0.4521813821543022
LEACH,234,0,8.756813174393885,0.43784065871969424
LEACH,240,0,8.469758721893774,0.4234879360946887
