Protocol,Scale,Run,HND,EnergyEfficiency,DeliveryRatio,ConvergenceTime_ms,JainsFairness,RamKB,RomKB
LEACH,200,1,424.41423839047,0.07024429812927283,0.5648284856298722,3000.0,0.8192099934405093,3.0,16.0
LEACH,200,2,427.2394130902839,0.06981116865729158,0.5615436317535739,3000.0,0.8186271210863528,3.0,16.0
LEACH,200,3,424.14137196592173,0.07042408437421943,0.5651881117842815,3000.0,0.8302468528765369,3.0,16.0
LEACH,200,4,423.3426955223015,0.06985349906524423,0.563305783032419,3000.0,0.8438576017616691,3.0,16.0
LEACH,200,5,424.2163472846751,0.06948574950597268,0.5597841621191116,3000.0,0.8381170483319079,3.0,16.0
LEACH,200,6,426.74321718251,0.06991850734488901,0.5616870606596592,3000.0,0.818235213058939,3.0,16.0
LEACH,200,7,430.3211536846326,0.0704927063422871,0.5646817903190597,3000.0,0.8267868597395155,3.0,16.0
LEACH,200,8,425.34248596399044,0.07024580187762211,0.564104118817425,3000.0,0.831558487144325,3.0,16.0
LEACH,200,9,426.9427754695884,0.07026675612389774,0.5648701854799062,3000.0,0.8075421101084415,3.0,16.0
LEACH,200,10,424.35156974879567,0.07006234458351042,0.5639882354150816,3000.0,0.8308173235868422,3.0,16.0
LEACH,200,11,421.9038943451887,0.06988218185676315,0.5637739589954525,3000.0,0.8288584674739506,3.0,16.0
LEACH,200,12,428.70009749221975,0.07015485360132608,0.5636421539752385,3000.0,0.806330144694218,3.0,16.0
LEACH,200,13,424.7328177443154,0.07004769474250155,0.5624018763078713,3000.0,0.815918876405008,3.0,16.0
LEACH,200,14,425.56286447542345,0.07014002462700805,0.5656571293000902,3000.0,0.8328295095627855,3.0,16.0
LEACH,200,15,424.5123083758958,0.06998710029180728,0.5641518471668934,3000.0,0.8155443946508779,3.0,16.0
LEACH,200,16,430.22155716902535,0.06987874800673184,0.5631596917687223,3000.0,0.8285272723171191,3.0,16.0
LEACH,200,17,425.1451495834694,0.07009606522208608,0.5648146114501238,3000.0,0.8213397947900802,3.0,16.0
LEACH,200,18,426.8869689034882,0.07039809784065358,0.5655163957735619,3000.0,0.8237615743232108,3.0,16.0
LEACH,200,19,427.6042494119691,0.07037020004061449,0.5660862954769139,3000.0,0.8250132577114118,3.0,16.0
LEACH,200,20,426.5744178933889,0.06997873225718179,0.5623399897728958,3000.0,0.8239168371197805,3.0,16.0
LEACH,200,21,424.1375369918253,0.06994896096187535,0.5627241044373433,3000.0,0.8340847210817897,3.0,16.0
LEACH,200,22,424.7889742469345,0.06997401993851038,0.5620224670258817,3000.0,0.8103864475203825,3.0,16.0
LEACH,200,23,426.5888210074607,0.07002796211248577,0.563290880655795,3000.0,0.8358066770307133,3.0,16.0
LEACH,200,24,423.32241682898604,0.07010801105988268,0.5643032087837269,3000.0,0.8167909740933038,3.0,16.0
LEACH,200,25,428.1439762509998,0.07035185736092175,0.564520161130517,3000.0,0.8269845857166335,3.0,16.0
LEACH,200,26,426.05239345404374,0.07033222189644482,0.5655276021260041,3000.0,0.828236794974108,3.0,16.0
LEACH,200,27,422.4099634483655,0.07010824956091335,0.5648746455089628,3000.0,0.8119998152223925,3.0,16.0
LEACH,200,28,429.8530129770335,0.07021416153864472,0.5623134903508378,3000.0,0.8358762691259494,3.0,16.0
LEACH,200,29,426.06616656873234,0.06978081700094863,0.5618058189384124,3000.0,0.8368145399000942,3.0,16.0
LEACH,200,30,427.3944973798816,0.06984331051932996,0.5619365134425278,3000.0,0.8358981473865099,3.0,16.0
HEED,200,1,483.40461520061837,0.05672362846699784,0.39433609934257524,3000.0,0.9562230106617451,4.0,20.0
HEED,200,2,483.7382116813844,0.05619349834442813,0.3911199609735189,3000.0,0.9534950804641693,4.0,20.0
HEED,200,3,481.7763594312763,0.056018973220040555,0.3903730325155508,3000.0,0.9560765542120039,4.0,20.0
HEED,200,4,488.54205805557814,0.05786366140178891,0.4000064860638571,3000.0,0.9590353725210283,4.0,20.0
HEED,200,5,487.58988199202565,0.05564325570136289,0.38512168339485986,3000.0,0.9687765204957828,4.0,20.0
HEED,200,6,485.9831548561589,0.05549925814009886,0.38489748381619776,3000.0,0.962204222265269,4.0,20.0
HEED,200,7,481.6531534104112,0.055730479325468166,0.39006909831138437,3000.0,0.959227036418483,4.0,20.0
HEED,200,8,485.8710983080316,0.05615426934343395,0.3889711687668674,3000.0,0.9629425302205309,4.0,20.0
HEED,200,9,482.0276613615146,0.056716059542607694,0.39523073850378393,3000.0,0.9659313011536715,4.0,20.0
HEED,200,10,484.76534427657066,0.05518170934857642,0.38453848722256007,3000.0,0.9570146997519008,4.0,20.0
HEED,200,11,483.7376257989382,0.05524114171407344,0.38541395864202094,3000.0,0.9562772515361884,4.0,20.0
HEED,200,12,484.66133437526406,0.056572832023656476,0.3937602125717799,3000.0,0.9608214542587139,4.0,20.0
HEED,200,13,479.69977715779766,0.056863970930865794,0.3972111995597338,3000.0,0.9614733304480394,4.0,20.0
HEED,200,14,493.13692838972116,0.05564486853704455,0.38389369067955464,3000.0,0.965397642754167,4.0,20.0
HEED,200,15,478.92369392944465,0.05674580325982267,0.39812331377734067,3000.0,0.9529060453801043,4.0,20.0
HEED,200,16,485.12496612317864,0.055497212615364375,0.38812744972665025,3000.0,0.9633740244053541,4.0,20.0
HEED,200,17,486.66664881646443,0.05608514053455056,0.3909902451364229,3000.0,0.9556014233140894,4.0,20.0
HEED,200,18,483.88333160701836,0.05479961697878031,0.38294363477038024,3000.0,0.9643563898839178,4.0,20.0
HEED,200,19,487.5444024622508,0.054896587229210994,0.38041222803649705,3000.0,0.9606874843836405,4.0,20.0
HEED,200,20,488.25940362980674,0.05639024398944671,0.38982087894294154,3000.0,0.9528323189615123,4.0,20.0
HEED,200,21,485.9743230002419,0.057178195868335446,0.396700386023128,3000.0,0.9593103779835498,4.0,20.0
HEED,200,22,482.907165832003,0.05519263385984157,0.3855364291913876,3000.0,0.960886441586498,4.0,20.0
HEED,200,23,491.21723635807905,0.05544687447418207,0.38237338724963066,3000.0,0.9645417870523331,4.0,20.0
HEED,200,24,484.0048598222216,0.055613407705573874,0.38708239373328235,3000.0,0.9682542991843567,4.0,20.0
HEED,200,25,485.2288498357463,0.05614734262293336,0.39158017203259554,3000.0,0.9641865930452194,4.0,20.0
HEED,200,26,482.67154860386444,0.055333155111947786,0.38744217109573076,3000.0,0.9561787595884265,4.0,20.0
HEED,200,27,488.13793421610643,0.05640860909200295,0.3899478353083313,3000.0,0.9625901071186705,4.0,20.0
HEED,200,28,489.88942401787614,0.056105578096751575,0.38769683136050964,3000.0,0.9662848723370591,4.0,20.0
HEED,200,29,488.4282497085539,0.056304635040679535,0.3887588787161426,3000.0,0.9638434386777182,4.0,20.0
HEED,200,30,485.1738466144701,0.056602213017522184,0.3953827452141894,3000.0,0.9576286817357227,4.0,20.0
