Protocol,Round,Jains_Index
LEACH,0,0.9958894255063956
LEACH,6,0.9956226846117923
LEACH,12,0.995075596037663
LEACH,18,0.9942231799836946
LEACH,24,0.9937160468667076
LEACH,30,0.9930284850176041
LEACH,36,0.9920001951721866
LEACH,42,0.9912275119391332
LEACH,48,0.9907367936555398
LEACH,54,0.9898876737872805
LEACH,60,0.9888251676737045
LEACH,66,0.9882738572743607
LEACH,72,0.9873252735601392
LEACH,78,0.9859386586775686
LEACH,84,0.9849973694730055
LEACH,90,0.9837829829142436
LEACH,96,0.9820681175893302
LEACH,102,0.9806812286974216
LEACH,108,0.9796631980571644
LEACH,114,0.9781092699294085
LEACH,120,0.976208889984487
LEACH,126,0.9749653991952212
LEACH,132,0.9731090818205747
LEACH,138,0.9705669752401306
LEACH,144,0.9687615466687225
LEACH,150,0.9665397165871885
LEACH,156,0.9635245864879735
LEACH,162,0.9607046867107211
LEACH,168,0.9581153327582798
LEACH,174,0.9546089743476266
LEACH,180,0.9505216163935208
LEACH,186,0.9476895186898401
LEACH,192,0.9438093731133227
LEACH,198,0.9387781616435499
LEACH,204,0.9346027006826765
LEACH,210,0.9295471067775609
LEACH,216,0.923342647722121
LEACH,222,0.9177560218911197
LEACH,228,0.9122742266151571
LEACH,234,0.9050972054620869
LEACH,240,0.8967973690306547
LEACH,246,0.8898105137809976
LEACH,252,0.8807198821657871
LEACH,258,0.869188206741697
LEACH,264,0.8587166926988685
LEACH,270,0.8479152987151213
LEACH,276,0.8353104786263807
LEACH,282,0.8228034456237199
LEACH,288,0.8105027134329919
LEACH,294,0.7956268330588641
HEED,0,0.9958930820246529
HEED,6,0.9957814640621778
HEED,12,0.9956328040990968
HEED,18,0.9954440213198368
HEED,24,0.9952921768849555
HEED,30,0.9950970783109984
HEED,36,0.9948361008950871
HEED,42,0.9945825612015133
HEED,48,0.9943407185918027
HEED,54,0.9940286409926969
HEED,60,0.9936796538314568
HEED,66,0.9934610481524563
HEED,72,0.99317746374794
HEED,78,0.9928225688188562
HEED,84,0.992549320291586
HEED,90,0.9922444134507847
HEED,96,0.9918716164125558
HEED,102,0.9914675736609676
HEED,108,0.9910093197669032
HEED,114,0.9904375398382209
HEED,120,0.9898104885635164
HEED,126,0.9894247365419366
HEED,132,0.988934780076925
HEED,138,0.9883285891668357
HEED,144,0.9877615573302146
HEED,150,0.9871105328056766
HEED,156,0.9863304226555714
HEED,162,0.9855397371075785
HEED,168,0.9847325000477588
HEED,174,0.9837599879876349
HEED,180,0.9826852278976888
HEED,186,0.9818400235287421
HEED,192,0.9807929853729019
HEED,198,0.9795158172066991
HEED,204,0.9783438397307367
HEED,210,0.9769716644764038
HEED,216,0.9752866871803477
HEED,222,0.9735089354051171
HEED,228,0.9716189368048058
HEED,234,0.9692995797931043
HEED,240,0.9666497922222704
HEED,246,0.964387797559273
HEED,252,0.9616780272062488
HEED,258,0.9584442441583777
HEED,264,0.9552700762489219
HEED,270,0.9516615653030596
HEED,276,0.9473973736349096
HEED,282,0.9426498432749416
HEED,288,0.9372813037438088
HEED,294,0.9308221761722839
PEGASIS,0,0.995886795074129
PEGASIS,6,0.9957521414245261
PEGASIS,12,0.9956071686711268
PEGASIS,18,0.995451075726627
PEGASIS,24,0.9952829888103154
PEGASIS,30,0.9951019537015068
PEGASIS,36,0.9949069270351475
PEGASIS,42,0.9946967665041143
PEGASIS,48,0.9944702198109113
PEGASIS,54,0.9942259121860135
PEGASIS,60,0.9939623322597424
PEGASIS,66,0.9936778160388802
PEGASIS,72,0.9933705286965219
PEGASIS,78,0.9930384438331061
PEGASIS,84,0.9926793198057884
PEGASIS,90,0.9922906726509492
PEGASIS,96,0.9918697450371653
PEGASIS,102,0.9914134705809325
PEGASIS,108,0.9909184327302215
PEGASIS,114,0.9903808172666414
PEGASIS,120,0.9897963572891637
PEGASIS,126,0.9891602693130769
PEGASIS,132,0.98846717883656
PEGASIS,138,0.9877110333816176
PEGASIS,144,0.9868850005889382
PEGASIS,150,0.9859813484172562
PEGASIS,156,0.9851542384380225
PEGASIS,162,0.9845357592333579
PEGASIS,168,0.9838662957744249
PEGASIS,174,0.983140113705575
PEGASIS,180,0.98235065346301
