Protocol,Round,NodeID,Energy_mW,Normalized_Energy
LEACH,0,0,19.950495087519027,0.9975247543759513
LEACH,6,0,19.65346561263319,0.9826732806316596
LEACH,12,0,19.35643613774738,0.967821806887369
LEACH,18,0,19.05940666286154,0.952970333143077
LEACH,24,0,18.762077972043745,0.9381038986021872
LEACH,30,0,18.464689438039525,0.9232344719019763
LEACH,36,0,18.167300904035315,0.9083650452017658
LEACH,42,0,17.870275126816075,0.8935137563408038
LEACH,48,0,17.573612106381788,0.8786806053190894
LEACH,54,0,17.276949085947496,0.8638474542973749
LEACH,60,0,16.980255892003655,0.8490127946001828
LEACH,66,0,16.683411830512036,0.8341705915256018
LEACH,72,0,16.386567769020395,0.8193283884510197
LEACH,78,0,16.089723707528787,0.8044861853764393
LEACH,84,0,15.793966178734234,0.7896983089367117
LEACH,90,0,15.498425956479077,0.7749212978239538
LEACH,96,0,15.202885734223914,0.7601442867111957
LEACH,102,0,14.906818247908465,0.7453409123954232
LEACH,108,0,14.610223497532722,0.7305111748766361
LEACH,114,0,14.313628747156992,0.7156814373578496
LEACH,120,0,14.016961097521722,0.7008480548760861
LEACH,126,0,13.7199289515888,0.68599644757944
LEACH,132,0,13.422896805655895,0.6711448402827948
LEACH,138,0,13.12586465972297,0.6562932329861485
LEACH,144,0,12.82753859218273,0.6413769296091365
LEACH,150,0,12.528953740321043,0.6264476870160521
LEACH,156,0,12.230368888459346,0.6115184444229673
LEACH,162,0,11.931597862062889,0.5965798931031444
LEACH,168,0,11.632640661131697,0.5816320330565848
LEACH,174,0,11.33368346020049,0.5666841730100245
LEACH,180,0,11.035275630753187,0.5517637815376594
LEACH,186,0,10.739614658725383,0.5369807329362691
LEACH,192,0,10.443953686697554,0.5221976843348777
LEACH,198,0,10.148548406132786,0.5074274203066393
LEACH,204,0,9.852348872310637,0.49261744361553184
LEACH,210,0,9.555863750786319,0.47779318753931593
LEACH,216,0,9.261095492620758,0.4630547746310379
LEACH,222,0,8.967027370879148,0.4483513685439574
LEACH,228,0,8.670698967457485,0.4335349483728742
LEACH,234,0,8.374390738862141,0.41871953694310704
LEACH,240,0,8.079062803480584,0.40395314017402917
LEACH,246,0,7.784633218671271,0.38923166093356354
LEACH,252,0,7.490203633861955,0.37451018169309774
LEACH,258,0,7.195774049052642,0.3597887024526321
