Protocol,Scale,Run,HND,EnergyEfficiency,DeliveryRatio,ConvergenceTime_ms,JainsFairness,RamKB,RomKB
LEACH,500,1,417.4406075795409,0.16627844426922847,0.5634958796147156,3000.0,0.7060553763745867,3.0,16.0
LEACH,500,2,413.70507891824775,0.165397245543336,0.5649763869615589,3000.0,0.701576824319944,3.0,16.0
LEACH,500,3,416.0669467747261,0.16602351892060674,0.5636931842011055,3000.0,0.7163665083270291,3.0,16.0
LEACH,500,4,415.8529673453573,0.16574993912698438,0.5623873721389261,3000.0,0.7067272932595257,3.0,16.0
LEACH,500,5,418.14262552788443,0.16597581316240778,0.5625044182937414,3000.0,0.7054512554924914,3.0,16.0
LEACH,500,6,413.34581317825695,0.16520140669535827,0.5623724907728946,3000.0,0.7040442072075734,3.0,16.0
LEACH,500,7,416.8078307813955,0.16543406420634704,0.5640917024488242,3000.0,0.7060515700165465,3.0,16.0
LEACH,500,8,423.0190166585382,0.1673067002808863,0.5640542306630552,3000.0,0.7048128338694876,3.0,16.0
LEACH,500,9,414.5458206668215,0.16575194519862843,0.5630104246108167,3000.0,0.7014008155727052,3.0,16.0
LEACH,500,10,421.92050900334453,0.16677884596313447,0.5642157499582575,3000.0,0.7194480883650917,3.0,16.0
LEACH,500,11,419.6103189019457,0.16618707169905292,0.5636538786964982,3000.0,0.7158395636137089,3.0,16.0
LEACH,500,12,419.4741593699426,0.16603681004293885,0.5649523247757536,3000.0,0.696772456958729,3.0,16.0
LEACH,500,13,419.20086174983663,0.16613304976934978,0.5637937288507395,3000.0,0.7021355930747653,3.0,16.0
LEACH,500,14,417.22272963582117,0.1660616860083115,0.5649149084979723,3000.0,0.7118611514929284,3.0,16.0
LEACH,500,15,417.1993946531215,0.16566427360301156,0.5639604780515669,3000.0,0.7086780757840839,3.0,16.0
LEACH,500,16,415.7723649479228,0.16560606687850238,0.5634524290315946,3000.0,0.702076002167114,3.0,16.0
LEACH,500,17,413.7271543637404,0.1655631602926098,0.564315271602731,3000.0,0.6984567010341537,3.0,16.0
LEACH,500,18,417.5644313523265,0.1654452085505085,0.5625064990934158,3000.0,0.6955286488155249,3.0,16.0
LEACH,500,19,419.4751759901042,0.16579363588517754,0.5616854014592022,3000.0,0.7151764537119152,3.0,16.0
LEACH,500,20,420.53072197658184,0.16683905120358752,0.5652064746156281,3000.0,0.7028228481117177,3.0,16.0
LEACH,500,21,419.42735242815843,0.16693852620424707,0.5648545264832703,3000.0,0.7101308297123464,3.0,16.0
LEACH,500,22,412.6969118902711,0.16483239700895538,0.5623022880959128,3000.0,0.7086552642104297,3.0,16.0
LEACH,500,23,419.30850431227634,0.16610135883324706,0.5638868755978149,3000.0,0.6896063296521693,3.0,16.0
LEACH,500,24,414.61755627982456,0.16562155778595045,0.5638308976115893,3000.0,0.696862751018432,3.0,16.0
LEACH,500,25,416.59748961935264,0.16518640606788157,0.5632748348595034,3000.0,0.706239269270954,3.0,16.0
LEACH,500,26,418.1627611242008,0.16567052693095916,0.5639765048539608,3000.0,0.7021357761401509,3.0,16.0
LEACH,500,27,419.7590963238876,0.16646352458848543,0.5630636184478275,3000.0,0.6994304538281146,3.0,16.0
LEACH,500,28,420.105153109666,0.16621364500126562,0.5630019497590371,3000.0,0.6957780376828004,3.0,16.0
LEACH,500,29,418.0628587383218,0.16567611639012975,0.5633468419555063,3000.0,0.7072027380106253,3.0,16.0
