Protocol,Round,NodeID,Energy_mW,Normalized_Energy
LEACH,0,0,19.948116049253603,0.9974058024626802
LEACH,6,0,19.63681234477515,0.9818406172387576
LEACH,12,0,19.325508640296725,0.9662754320148362
LEACH,18,0,19.014204935818316,0.9507102467909159
LEACH,24,0,18.704107680134488,0.9352053840067244
LEACH,30,0,18.394251714209627,0.9197125857104813
LEACH,36,0,18.084395748284745,0.9042197874142373
LEACH,42,0,17.77370349229605,0.8886851746148026
LEACH,48,0,17.462174946243508,0.8731087473121754
LEACH,54,0,17.150646400191004,0.8575323200095502
LEACH,60,0,16.83933325573429,0.8419666627867144
LEACH,66,0,16.529097119256473,0.8264548559628236
LEACH,72,0,16.21886098277869,0.8109430491389344
LEACH,78,0,15.908624846300913,0.7954312423150457
LEACH,84,0,15.596404379521513,0.7798202189760757
LEACH,90,0,15.283787046681784,0.7641893523340892
LEACH,96,0,14.971169713842059,0.7485584856921029
LEACH,102,0,14.658878478916433,0.7329439239458216
LEACH,108,0,14.346913341904937,0.7173456670952468
LEACH,114,0,14.034948204893418,0.7017474102446709
LEACH,120,0,13.723190665824383,0.6861595332912191
LEACH,126,0,13.412471116467621,0.6706235558233811
LEACH,132,0,13.101751567110844,0.6550875783555422
LEACH,138,0,12.791182325071722,0.6395591162535861
LEACH,144,0,12.479835661497653,0.6239917830748827
LEACH,150,0,12.168260093680237,0.6084130046840118
LEACH,156,0,11.856684525862812,0.5928342262931406
LEACH,162,0,11.545308994930096,0.5772654497465048
LEACH,168,0,11.23413350088206,0.561706675044103
LEACH,174,0,10.923263681456545,0.5461631840728273
LEACH,180,0,10.61670386514724,0.5308351932573621
LEACH,186,0,10.31201036043553,0.5156005180217764
LEACH,192,0,10.01191165566603,0.5005955827833015
LEACH,198,0,9.715129662227508,0.48575648311137537
LEACH,204,0,9.411718686771563,0.47058593433857815
LEACH,210,0,9.107243047961443,0.45536215239807215
LEACH,216,0,8.802767409151329,0.44013837045756643
LEACH,222,0,8.49711526737994,0.424855763368997
LEACH,228,0,8.20273135561257,0.4101365677806285
LEACH,234,0,7.9136450576596085,0.3956822528829804
LEACH,240,0,7.62500679518356,0.381250339759178
LEACH,246,0,7.335340935101451,0.36676704675507255
LEACH,252,0,7.050638626142073,0.35253193130710364
LEACH,258,0,6.7717235813042524,0.3385861790652126
LEACH,264,0,6.481404297670745,0.32407021488353727
LEACH,270,0,6.189748023926337,0.30948740119631685
LEACH,276,0,5.914991941250916,0.2957495970625458
LEACH,282,0,5.643369944209913,0.28216849721049564
LEACH,288,0,5.365687656820828,0.2682843828410414
LEACH,294,0,5.096783373304222,0.25483916866521106
HEED,0,0,19.940648651484526,0.9970324325742264
HEED,6,0,19.584540560391698,0.9792270280195849
HEED,12,0,19.22843246929888,0.961421623464944
HEED,18,0,18.872324378206066,0.9436162189103033
HEED,24,0,18.519523381154865,0.9259761690577433
HEED,30,0,18.167383802912035,0.9083691901456017
HEED,36,0,17.815244224669176,0.8907622112334588
HEED,42,0,17.46003732136148,0.873001866068074
HEED,48,0,17.10176309298888,0.855088154649444
HEED,54,0,16.743488864616246,0.8371744432308124
HEED,60,0,16.38523674940669,0.8192618374703345
HEED,66,0,16.027095200012273,0.8013547600006137
HEED,72,0,15.668953650617858,0.7834476825308929
HEED,78,0,15.310812101223444,0.7655406050611722
HEED,84,0,14.959176963867161,0.7479588481933581
HEED,90,0,14.608843108918531,0.7304421554459266
HEED,96,0,14.258509253969887,0.7129254626984943
HEED,102,0,13.907840859520771,0.6953920429760385
HEED,108,0,13.556837925571198,0.67784189627856
HEED,114,0,13.205834991621636,0.6602917495810818
HEED,120,0,12.855140777058924,0.6427570388529462
HEED,126,0,12.50599015943046,0.625299507971523
HEED,132,0,12.156839541802,0.6078419770901
HEED,138,0,11.807688924173538,0.5903844462086769
HEED,144,0,11.456868421149032,0.5728434210574516
HEED,150,0,11.10571394104533,0.5552856970522665
HEED,156,0,10.754559460941625,0.5377279730470812
HEED,162,0,10.404462804363881,0.520223140218194
HEED,168,0,10.055423971312074,0.5027711985656037
HEED,174,0,9.70638513826028,0.48531925691301403
HEED,180,0,9.356833042009317,0.46784165210046585
HEED,186,0,9.004714629762505,0.45023573148812523
HEED,192,0,8.652596217515672,0.4326298108757836
HEED,198,0,8.300477805268867,0.4150238902634434
HEED,204,0,7.949546054094711,0.3974773027047355
HEED,210,0,7.598851635135083,0.37994258175675416
HEED,216,0,7.248157216175462,0.36240786080877313
HEED,222,0,6.892583788476704,0.3446291894238352
HEED,228,0,6.532131352038816,0.3266065676019408
HEED,234,0,6.171678915600919,0.30858394578004594
HEED,240,0,5.813704892966607,0.29068524464833034
HEED,246,0,5.467104442016868,0.2733552221008434
HEED,252,0,5.1205039910671255,0.2560251995533563
HEED,258,0,4.774193007285033,0.23870965036425168
HEED,264,0,4.4296549925505495,0.22148274962752748
HEED,270,0,4.087094600980831,0.20435473004904153
HEED,276,0,3.7479780838050187,0.18739890419025093
HEED,282,0,3.405917204958268,0.1702958602479134
HEED,288,0,3.0603839437641684,0.15301919718820842
HEED,294,0,2.719784560395736,0.1359892280197868
PEGASIS,0,0,19.935162641054596,0.9967581320527298
PEGASIS,6,0,19.546138487382162,0.9773069243691082
PEGASIS,12,0,19.157114333709767,0.9578557166854884
PEGASIS,18,0,18.768090180037355,0.9384045090018678
PEGASIS,24,0,18.3790660263649,0.9189533013182449
PEGASIS,30,0,17.99004187269251,0.8995020936346256
PEGASIS,36,0,17.601017719020092,0.8800508859510046
PEGASIS,42,0,17.211993565347687,0.8605996782673844
PEGASIS,48,0,16.822969411675246,0.8411484705837623
PEGASIS,54,0,16.433945258002872,0.8216972629001436
PEGASIS,60,0,16.04492110433046,0.8022460552165229
PEGASIS,66,0,15.655896950658034,0.7827948475329017
PEGASIS,72,0,15.266872796985616,0.7633436398492808
PEGASIS,78,0,14.877848643313204,0.7438924321656601
PEGASIS,84,0,14.488824489640788,0.7244412244820394
PEGASIS,90,0,14.099800335968355,0.7049900167984178
PEGASIS,96,0,13.710776182295941,0.685538809114797
PEGASIS,102,0,13.321752028623546,0.6660876014311773
PEGASIS,108,0,12.932727874951105,0.6466363937475552
PEGASIS,114,0,12.543703721278693,0.6271851860639346
PEGASIS,120,0,12.155507182680246,0.6077753591340123
PEGASIS,126,0,11.768507538846203,0.5884253769423101
PEGASIS,132,0,11.381507895012156,0.5690753947506078
PEGASIS,138,0,10.994508251178129,0.5497254125589064
PEGASIS,144,0,10.607508607344089,0.5303754303672045
PEGASIS,150,0,10.220508963510053,0.5110254481755027
PEGASIS,156,0,9.833509319676006,0.4916754659838003
PEGASIS,162,0,9.446509675841986,0.47232548379209927
PEGASIS,168,0,9.059510032007935,0.4529755016003968
PEGASIS,174,0,8.672510388173913,0.43362551940869565
PEGASIS,180,0,8.285510744339867,0.41427553721699334
PEGASIS,186,0,7.898511100505829,0.3949255550252914
PEGASIS,192,0,7.51151145667179,0.3755755728335895
PEGASIS,198,0,7.124511812837749,0.35622559064188747
PEGASIS,204,0,6.7375121690037165,0.3368756084501858
PEGASIS,210,0,6.350512525169679,0.3175256262584839
PEGASIS,216,0,5.963512881335644,0.2981756440667822
PEGASIS,222,0,5.576513237501606,0.2788256618750803
PEGASIS,228,0,5.189513593667562,0.2594756796833781
PEGASIS,234,0,4.80251394983353,0.2401256974916765
PEGASIS,240,0,4.415514305999492,0.2207757152999746
PEGASIS,246,0,4.028514662165451,0.20142573310827255
PEGASIS,252,0,3.6415150183314187,0.18207575091657094
PEGASIS,258,0,3.2545153744973754,0.16272576872486877
PEGASIS,264,0,2.867515730663342,0.1433757865331671
PEGASIS,270,0,2.4805160868293057,0.12402580434146529
PEGASIS,276,0,2.093603804309229,0.10468019021546145
PEGASIS,282,0,1.7247110737120908,0.08623555368560454
PEGASIS,288,0,1.3888074998891262,0.06944037499445631
PEGASIS,294,0,1.0970655885115936,0.05485327942557968
DeepSensor,0,0,19.91881175675722,0.9959405878378609
DeepSensor,6,0,19.431682297300547,0.9715841148650274
DeepSensor,12,0,18.944716213490825,0.9472358106745412
DeepSensor,18,0,18.45791350532815,0.9228956752664075
DeepSensor,24,0,17.971323291532947,0.8985661645766474
DeepSensor,30,0,17.484870276037313,0.8742435138018656
DeepSensor,36,0,16.998890757672157,0.8499445378836079
DeepSensor,42,0,16.512820124040942,0.8256410062020472
DeepSensor,48,0,16.026658375143793,0.8013329187571896
DeepSensor,54,0,15.540988376996971,0.7770494188498486
DeepSensor,60,0,15.055568905351128,0.7527784452675564
DeepSensor,66,0,14.570910315459722,0.7285455157729861
DeepSensor,72,0,14.086043688347054,0.7043021844173527
DeepSensor,78,0,13.60096902401316,0.680048451200658
DeepSensor,84,0,13.114787557248729,0.6557393778624364
DeepSensor,90,0,12.628360913359032,0.6314180456679516
DeepSensor,96,0,12.14181518627355,0.6070907593136775
DeepSensor,102,0,11.654737376636897,0.5827368688318448
DeepSensor,108,0,11.167127484449068,0.5583563742224534
DeepSensor,114,0,10.67976980626139,0.5339884903130695
DeepSensor,120,0,10.192280299796508,0.5096140149898254
DeepSensor,126,0,9.703879437945403,0.48519397189727015
DeepSensor,132,0,9.21584536299921,0.46079226814996044
DeepSensor,138,0,8.72817807495791,0.4364089037478955
DeepSensor,144,0,8.240957392571266,0.4120478696285633
DeepSensor,150,0,7.753640626610567,0.38768203133052836
DeepSensor,156,0,7.265396837124925,0.3632698418562462
DeepSensor,162,0,6.777184325808172,0.3388592162904086
DeepSensor,168,0,6.289003092660307,0.31445015463301534
DeepSensor,174,0,5.801674686542876,0.2900837343271438
DeepSensor,180,0,5.314596736785892,0.2657298368392946
DeepSensor,186,0,4.827918241800668,0.2413959120900334
DeepSensor,192,0,4.342221586043356,0.21711107930216783
DeepSensor,198,0,3.8584145530405562,0.1929207276520278
DeepSensor,204,0,3.383838805315312,0.16919194026576562
DeepSensor,210,0,2.9212579224674773,0.14606289612337386
DeepSensor,216,0,2.4740235023882127,0.12370117511941063
DeepSensor,222,0,2.054099077880423,0.10270495389402115
DeepSensor,228,0,1.6760223939087726,0.08380111969543863
DeepSensor,234,0,1.3503863509177647,0.06751931754588823
DeepSensor,240,0,1.0716518641072867,0.053582593205364334
DeepSensor,246,0,0.8407428055348753,0.04203714027674377
DeepSensor,252,0,0.6498776082621593,0.03249388041310797
DeepSensor,258,0,0.49382122766476866,0.024691061383238434
DeepSensor,264,0,0.36539085411645306,0.018269542705822654
DeepSensor,270,0,0.2610038072732565,0.013050190363662825
DeepSensor,276,0,0.18136335418850794,0.009068167709425397
DeepSensor,282,0,0.1253109781798463,0.006265548908992315
DeepSensor,288,0,0.08845699953432773,0.004422849976716386
DeepSensor,294,0,0.06326417104874356,0.003163208552437178
FL-Energy,0,0,19.933997041124428,0.9966998520562214
FL-Energy,6,0,19.53797928787104,0.976898964393552
FL-Energy,12,0,19.141961534617657,0.9570980767308829
FL-Energy,18,0,18.745943781364254,0.9372971890682127
FL-Energy,24,0,18.349926028110875,0.9174963014055437
FL-Energy,30,0,17.95390827485748,0.897695413742874
FL-Energy,36,0,17.557890521604097,0.8778945260802049
FL-Energy,42,0,17.161872768350673,0.8580936384175336
FL-Energy,48,0,16.765855015097312,0.8382927507548656
FL-Energy,54,0,16.369837261843912,0.8184918630921956
FL-Energy,60,0,15.973819508590502,0.798690975429525
FL-Energy,66,0,15.577801755337102,0.7788900877668551
FL-Energy,72,0,15.181784002083694,0.7590892001041847
FL-Energy,78,0,14.78576624883031,0.7392883124415155
FL-Energy,84,0,14.38974849557689,0.7194874247788445
FL-Energy,90,0,13.993730742323498,0.6996865371161749
FL-Energy,96,0,13.597712989070107,0.6798856494535054
FL-Energy,102,0,13.201695235816713,0.6600847617908356
FL-Energy,108,0,12.80567748256333,0.6402838741281666
FL-Energy,114,0,12.409659729309903,0.6204829864654952
FL-Energy,120,0,12.013641976056519,0.600682098802826
FL-Energy,126,0,11.617624222803116,0.5808812111401558
FL-Energy,132,0,11.221606469549723,0.5610803234774862
FL-Energy,138,0,10.825588716296322,0.5412794358148161
FL-Energy,144,0,10.429570963042927,0.5214785481521463
FL-Energy,150,0,10.03355320978952,0.501677660489476
FL-Energy,156,0,9.637535456536133,0.48187677282680663
FL-Energy,162,0,9.241517703282735,0.4620758851641368
FL-Energy,168,0,8.845499950029335,0.44227499750146676
FL-Energy,174,0,8.449482196775929,0.4224741098387964
FL-Energy,180,0,8.053464443522536,0.4026732221761268
FL-Energy,186,0,7.657446690269136,0.3828723345134568
FL-Energy,192,0,7.261428937015733,0.3630714468507866
FL-Energy,198,0,6.865411183762335,0.3432705591881168
FL-Energy,204,0,6.469393430508933,0.32346967152544664
FL-Energy,210,0,6.073375677255547,0.30366878386277735
FL-Energy,216,0,5.677357924002145,0.2838678962001072
FL-Energy,222,0,5.28134017074875,0.26406700853743753
FL-Energy,228,0,4.885322417495351,0.24426612087476754
FL-Energy,234,0,4.48930466424195,0.2244652332120975
FL-Energy,240,0,4.093286910988555,0.20466434554942775
FL-Energy,246,0,3.697269157735165,0.18486345788675823
FL-Energy,252,0,3.301251404481766,0.1650625702240883
FL-Energy,258,0,2.90523365122837,0.1452616825614185
FL-Energy,264,0,2.509215897974975,0.12546079489874876
FL-Energy,270,0,2.113217960645752,0.10566089803228759
FL-Energy,276,0,1.7347955529698589,0.08673977764849294
FL-Energy,282,0,1.390711219741919,0.06953556098709594
FL-Energy,288,0,1.0925781566161774,0.05462890783080887
FL-Energy,294,0,0.834587462681037,0.04172937313405185
Ours,0,0,19.954820951273774,0.9977410475636888
Ours,1,0,19.929825080590135,0.9964912540295068
Ours,2,0,19.903525323772286,0.9951762661886143
Ours,3,0,19.877240381609106,0.9938620190804552
Ours,4,0,19.850985523025013,0.9925492761512507
Ours,5,0,19.824747920401233,0.9912373960200617
Ours,6,0,19.798521659582054,0.9899260829791027
Ours,7,0,19.772303623997235,0.9886151811998618
Ours,8,0,19.746091970899492,0.9873045985449747
Ours,9,0,19.719885504729532,0.9859942752364766
Ours,10,0,19.69368339188829,0.9846841695944144
Ours,11,0,19.667485018202242,0.9833742509101121
Ours,12,0,19.641289911635315,0.9820644955817658
Ours,13,0,19.615097697374924,0.9807548848687462
Ours,14,0,19.588908070159796,0.9794454035079898
Ours,15,0,19.562720776359935,0.9781360388179967
Ours,16,0,19.536535601861463,0.9768267800930731
Ours,17,0,19.510352363562976,0.9755176181781489
Ours,18,0,19.484170903209545,0.9742085451604773
Ours,19,0,19.45799108279404,0.9728995541397021
Ours,20,0,19.43181278104481,0.9715906390522404
