Protocol,Scale,Run,HND,EnergyEfficiency,DeliveryRatio,ConvergenceTime_ms,JainsFairness,RamKB,RomKB
LEACH,100,1,431.9447048175949,0.03583855415628302,0.5625595133403225,3000.0,0.8695405416130071,3.0,16.0
LEACH,100,2,438.3634206848346,0.03579431627579004,0.5599666339088878,3000.0,0.8551116326667824,3.0,16.0
LEACH,100,3,433.01109728362974,0.035866294815996375,0.5609367455263702,3000.0,0.8330828251697274,3.0,16.0
LEACH,100,4,436.3487369288496,0.03579153220583094,0.5626530569428755,3000.0,0.8556136126490675,3.0,16.0
LEACH,100,5,430.5969252376674,0.035629382416073656,0.5603289813717383,3000.0,0.8726951252590458,3.0,16.0
LEACH,100,6,434.77113022853126,0.03603343266625927,0.5630508504649895,3000.0,0.8647718524267217,3.0,16.0
LEACH,100,7,439.462956437799,0.03594771040231621,0.5644006031026801,3000.0,0.8890270074148534,3.0,16.0
LEACH,100,8,432.0550108746076,0.03600977584990897,0.563795817621473,3000.0,0.8516030150691452,3.0,16.0
LEACH,100,9,436.0987795938913,0.03587971551495835,0.5639133563834888,3000.0,0.8467200151432029,3.0,16.0
LEACH,100,10,436.7672312786682,0.035748263069242336,0.561033836133982,3000.0,0.8841984415263313,3.0,16.0
LEACH,100,11,432.39445818274265,0.03579468160992328,0.5626691375053565,3000.0,0.8537481474263128,3.0,16.0
LEACH,100,12,435.030454252244,0.03593161678136827,0.5637214598939001,3000.0,0.8633871723493335,3.0,16.0
LEACH,100,13,432.80940090564195,0.035845280190214046,0.5636996959486802,3000.0,0.8704118634408908,3.0,16.0
LEACH,100,14,428.55570021543014,0.03605962555392849,0.5665452558167583,3000.0,0.8901445286598877,3.0,16.0
LEACH,100,15,428.4796941074793,0.03616020086439357,0.5686769498256128,3000.0,0.8653104715163066,3.0,16.0
LEACH,100,16,434.5106578342163,0.03579740506687408,0.5611760115899028,3000.0,0.8645076319745507,3.0,16.0
LEACH,100,17,428.55194859012585,0.0358687432454989,0.5633596411883819,3000.0,0.8468495615584246,3.0,16.0
LEACH,100,18,431.55398948209785,0.03606401630098816,0.5661978816696358,3000.0,0.8861280052985967,3.0,16.0
LEACH,100,19,429.39548729937667,0.03589985615698009,0.5643042700715551,3000.0,0.8758783390602821,3.0,16.0
LEACH,100,20,438.84241564064206,0.03563906503900834,0.5595605478645058,3000.0,0.886000871126199,3.0,16.0
LEACH,100,21,437.56099959636094,0.035659916696434264,0.5605140040227394,3000.0,0.8717650850854819,3.0,16.0
LEACH,100,22,431.1390418324742,0.03563411725354828,0.5598142757805477,3000.0,0.8555737357816559,3.0,16.0
LEACH,100,23,430.8305306894896,0.03603520349514882,0.5662027911840994,3000.0,0.8616350732933491,3.0,16.0
LEACH,100,24,429.48638736720414,0.035941179692620805,0.5636051787096615,3000.0,0.8829805970334595,3.0,16.0
LEACH,100,25,436.76574240110006,0.035998931122627385,0.5652800068458493,3000.0,0.8800886477476098,3.0,16.0
LEACH,100,26,430.2801530299271,0.03570923124093796,0.5610758744067526,3000.0,0.8769832948485942,3.0,16.0
LEACH,100,27,431.48288965583833,0.03600825836634735,0.5651173709846461,3000.0,0.8750854365418823,3.0,16.0
LEACH,100,28,433.4595179232502,0.03591823061816478,0.5645057286315939,3000.0,0.8540643554251767,3.0,16.0
LEACH,100,29,424.8257391121805,0.036031375590233,0.5658075411285469,3000.0,0.842655092087726,3.0,16.0
LEACH,100,30,434.0529525903443,0.035837565911804044,0.5625486063379999,3000.0,0.884519425129359,3.0,16.0
HEED,100,1,563.6035360358687,0.03235469896138884,0.38618979584990754,3000.0,0.9750400706578893,4.0,20.0
HEED,100,2,568.9185879805402,0.03278993428971418,0.3904466671937227,3000.0,0.9738908538840543,4.0,20.0
HEED,100,3,558.5755390096137,0.03185563809830501,0.37901771312523463,3000.0,0.9782700038147333,4.0,20.0
HEED,100,4,566.3275540125182,0.03214745949212201,0.3880084237217958,3000.0,0.9763600223335748,4.0,20.0
HEED,100,5,561.506151467982,0.032380261836190506,0.39050945481273835,3000.0,0.9732053602971271,4.0,20.0
HEED,100,6,561.0652131946999,0.032313302467060566,0.3860038540018786,3000.0,0.9758606693283276,4.0,20.0
HEED,100,7,569.3193964424896,0.03245799180613918,0.39020867917373564,3000.0,0.9711220860604355,4.0,20.0
HEED,100,8,568.1931022592361,0.03215388956019919,0.3801130895976864,3000.0,0.9757685932013369,4.0,20.0
HEED,100,9,564.7120636870935,0.03323870677744372,0.396424427864795,3000.0,0.9773845334664896,4.0,20.0
HEED,100,10,572.6412439047365,0.0333261236694807,0.3958778570880156,3000.0,0.9801996395861255,4.0,20.0
HEED,100,11,563.8686741121772,0.032004475462639945,0.38445129715035425,3000.0,0.9741022664052753,4.0,20.0
HEED,100,12,566.2724767536309,0.032326716171227295,0.38678068938910015,3000.0,0.9767311691720489,4.0,20.0
HEED,100,13,555.9630092697382,0.03281463090715884,0.3985645709351302,3000.0,0.9761971611702928,4.0,20.0
HEED,100,14,557.5347726833586,0.03275806572230175,0.39444098313647225,3000.0,0.9755100566990742,4.0,20.0
HEED,100,15,565.000388718588,0.032729003503313384,0.39034540589258454,3000.0,0.9747683122879818,4.0,20.0
HEED,100,16,565.1453927048079,0.03255397032789418,0.38981019304804754,3000.0,0.9755265349020202,4.0,20.0
HEED,100,17,557.4980867858166,0.03251054228073811,0.38991027975215004,3000.0,0.9717696600741177,4.0,20.0
HEED,100,18,569.555703278257,0.03200860691154461,0.3783956041798918,3000.0,0.9798950992533728,4.0,20.0
HEED,100,19,557.3030822498332,0.03247122267074642,0.39191613035186346,3000.0,0.9732053448098882,4.0,20.0
HEED,100,20,564.4949172671718,0.03202865038852871,0.3868798972574116,3000.0,0.9718745369526284,4.0,20.0
HEED,100,21,571.4224768945742,0.03236450350516783,0.38754146520934646,3000.0,0.9780736857540235,4.0,20.0
HEED,100,22,561.6937769725188,0.032322220901945774,0.3879599327528744,3000.0,0.9748910166564936,4.0,20.0
HEED,100,23,562.1497562549013,0.03227320874398128,0.3852171182656731,3000.0,0.9780626668129434,4.0,20.0
HEED,100,24,562.6701987077358,0.033070868671629866,0.39473808846489733,3000.0,0.9703696213952504,4.0,20.0
HEED,100,25,568.4419013064522,0.032112167826619374,0.3826824059347203,3000.0,0.9741415272942403,4.0,20.0
HEED,100,26,556.2079558973165,0.03216033335701458,0.38816380670082645,3000.0,0.9751002996600476,4.0,20.0
